Doctor Name ,DeptName,designation,overview,meta_title,meta_description,meta_keywords,fellowship_membership,field_expertise,overview,doctor_profile_url
Dr. Anand R Shenoy,CARDIOLOGY MHB,Consultant - Interventional Cardiology,"<p style=""text-align:justify"">Dr. Anand R. Shenoy is a cardiologist in Bengaluru, who is currently associated with the Manipal Hospitals, Old Airport Road, Bengaluru, as a Consultant in Interventional Cardiology. He has many degrees to his name, including MBBS, MD, DM, FICC, FSCAI, MEAPCI, FESC, FACC, and FRCP (ED). He specialises in ischaemic heart disease treatment, CAD, angioplasty (PTCA), device closure, primary PCI, and lastly, peripheral interventional pacemakers. He has conducted many seminars and published research papers and articles that are vital to medical students today. At Manipal Heart Foundation, under the International Journal of Cardiology, he conducted a seminar on non-surgical septal reduction for hypertrophic cardiomyopathy in childhood. Another seminar he conducted was on perimembranous SCD closure using a duct occluder at the same place. He presented a paper in Buenos Aires, Argentina, at the Fourth World Congress of Paediatric Cardiology and cardiac surgery. He presented a case report at the Manipal Heart Foundation on PTSMA in childhood and percutaneous RSOV closure using a duct occluder. In March 2004, he presented at IJN&rsquo;s first live course in paediatric cardiology, which was held in Kuala Lumpur, Malaysia. In July 2003, he showcased his expertise at St. John&rsquo;s Medical College Hospital, Bangalore, India, for the Indian Heart Journal on transcatheter closure of aortopulmonary window using an Amplatzer device. A month prior to this, he conducted a seminar on acquired aortopulmonary fistula at the same place. He has conducted several other talks and seminars, and his research papers are cited by students globally. Dr. Shenoy is a top heart specialist in Old Airport Road.</p>

<p style=""text-align:justify"">Dr. Shenoy is a renowned member of many medical societies within the country and globally as well. He is a Fellow of the Society of Cardiovascular Angiography and Interventions in the USA and a member of the European Association of Percutaneous Coronary Interventions. He is also a Fellow of the Indian College of Cardiology and a Fellow of the European Society of Cardiology. Along with speaking four languages (Hindi, English, Kannada, and Konkani), Dr. Anand R. Shenoy has received many awards and achievements for his work and research. He has received training in LMCA Intervention at ASAN Medical Centre, Seoul, S. Korea. He has also received training in CTO and Retrograde technique at Kamakura and Yokohama in Japan under Dr. Shigeru Saito and Dr. Muramatso. He was also awarded the Cochrane Research Scholarship award in 2010. Some of the services provided by Dr. Shenoy include cardiac catheterisation, carotid angioplasty and stenting, mitral/heart valve replacement, CT angiogram, acute aortic dissection, cardiothoracic surgery, cardiac rehabilitation, echocardiography, BP monitoring, stress echocardiography, device closure for congenital heart diseases, dobutamine stress test, FFR (fractional flow reserve), trans-oesophageal echo, and PAMI. Overall, he has completed over 4000 angioplasties and more than 8000 successful interventions.</p>
","Dr. Anand R Shenoy - Top Heart Specialist in Bangalore, Old Airport Road - Manipal Hospitals","Dr. Anand R Shenoy is a top heart specialist in Bangalore working at Manipal Hospital Old Airport Road. Expertise in Ischemic Heart Disease. CAD, Angioplasty. Book an appointment now.",,"FSCAI- Fellow of Society of Cardiovascular Angiography and Interventions (USA)
FICC – Fellow of Indian College of Cardiology (INDIA)
Member of European Association of Percutaneous Coronary Interventions (MEAPCI). FESC (Fellow of European Society of Cardiology)","Ischemic Heart Disease. CAD, Angioplasty (PTCA)
Primary PCI
Peripheral Interventional Pacemakers
Device Closure","Dr. Anand R. Shenoy is a cardiologist in Bengaluru, who is currently associated with the Manipal Hospitals, Old Airport Road, Bengaluru, as a Consultant in Interventional Cardiology. He has many degrees to his name, including MBBS, MD, DM, FICC, FSCAI, MEAPCI, FESC, FACC, and FRCP (ED). He specialises in ischaemic heart disease treatment, CAD, angioplasty (PTCA), device closure, primary PCI, and lastly, peripheral interventional pacemakers. He has conducted many seminars and published research papers and articles that are vital to medical students today. At Manipal Heart Foundation, under the International Journal of Cardiology, he conducted a seminar on non-surgical septal reduction for hypertrophic cardiomyopathy in childhood. Another seminar he conducted was on perimembranous SCD closure using a duct occluder at the same place. He presented a paper in Buenos Aires, Argentina, at the Fourth World Congress of Paediatric Cardiology and cardiac surgery. He presented a case report at the Manipal Heart Foundation on PTSMA in childhood and percutaneous RSOV closure using a duct occluder. In March 2004, he presented at IJN&rsquo;s first live course in paediatric cardiology, which was held in Kuala Lumpur, Malaysia. In July 2003, he showcased his expertise at St. John&rsquo;s Medical College Hospital, Bangalore, India, for the Indian Heart Journal on transcatheter closure of aortopulmonary window using an Amplatzer device. A month prior to this, he conducted a seminar on acquired aortopulmonary fistula at the same place. He has conducted several other talks and seminars, and his research papers are cited by students globally. Dr. Shenoy is a top heart specialist in Old Airport Road.

Dr. Shenoy is a renowned member of many medical societies within the country and globally as well. He is a Fellow of the Society of Cardiovascular Angiography and Interventions in the USA and a member of the European Association of Percutaneous Coronary Interventions. He is also a Fellow of the Indian College of Cardiology and a Fellow of the European Society of Cardiology. Along with speaking four languages (Hindi, English, Kannada, and Konkani), Dr. Anand R. Shenoy has received many awards and achievements for his work and research. He has received training in LMCA Intervention at ASAN Medical Centre, Seoul, S. Korea. He has also received training in CTO and Retrograde technique at Kamakura and Yokohama in Japan under Dr. Shigeru Saito and Dr. Muramatso. He was also awarded the Cochrane Research Scholarship award in 2010. Some of the services provided by Dr. Shenoy include cardiac catheterisation, carotid angioplasty and stenting, mitral/heart valve replacement, CT angiogram, acute aortic dissection, cardiothoracic surgery, cardiac rehabilitation, echocardiography, BP monitoring, stress echocardiography, device closure for congenital heart diseases, dobutamine stress test, FFR (fractional flow reserve), trans-oesophageal echo, and PAMI. Overall, he has completed over 4000 angioplasties and more than 8000 successful interventions.
",https://www.manipalhospitals.com/oldairportroad/doctors/dr-anand-r-shenoy-consultant-interventional-cardiology/
Dr. Sridhara G,CARDIOLOGY MHB,Consultant - Interventional Cardiology & Cardiac Electrophysiology,"<p style=""text-align:justify"">Dr Sridhara G. is associated with the Manipal Hospitals, Old Airport Road, Bengaluru as an Interventional Cardiology and Cardiac Electrophysiology Consultant. Dr. Sridhara&rsquo;s field of experience covers decades of hard work. He worked on cardiac interventions as well as diagnostic procedures performed in CathLab for over 14 years. He completed his MBBS from Bangalore Medical College in Bangalore and his MD degree from Maulana Azad Medical College in New Delhi. He also completed his DM degree from the Postgraduate Institute of Medical Education and Research (PGIMER) in Chandigarh. Dr. Sridhara G. has conducted many seminars and published many research papers that are cited by students worldwide. At an API conference in New Delhi in 2001, he presented his research work while gaining his MD degree. In 2004, he presented more of his research at a CSI conference in Bangalore while obtaining his DM degree. With a passion for social work, he went to the Tumkur as well as Kolar districts to conduct and organise health camps. His research work as an MD student was published in the Indian Practitioner Journal in 2002. The Indian Journal of Cardiology published his work on device closure of &nbsp;VSD, ASD, and PDA in 2004 and Cyanotic Spells in the Tetralogy of Fallot in 2005. Certain medical websites have also published his work. Neurology India published an article by him on strokes being a rare presentation of cardiac amyloidosis in March 2003. Express Healthcare published his article on the treatment and prevalence of coronary artery calcification. Dr. Sridhara is the best cardiologist in Old Airport Road.</p>

<p style=""text-align:justify"">Dr. Sridhara has gained experience working as an interventionist for coronary and structural heart diseases. He has saved many lives by performing many primary percutaneous interventions for patients suffering from heart attacks. He is the best cardiologist in Bangalore, specialises in cardiac electrophysiology for the treatment of cardiac arrhythmias. He is experienced in performing cardiac electronic device implantations, which include setting up pacemakers of CRT-P and CRT-D types. His interests also lie in performing electrophysiology ablation procedures for SVT such as AVNRT and accessory pathways. Additionally, the doctor specialises in performing atrial flutter and idiopathic VT ablations. He conducts these by using 3D electro-anatomical mapping systems. He is also an expert in the paediatric catheterisation procedure, including device closure. Dr. Sridhara G. is known for his kind nature towards his patients; he can speak English, Hindi, Telugu, and Kannada, which ensures efficient communication with his patients from diverse backgrounds. He has won many awards at national and university levels, including the Rotary Gold Medal for MD Medicine in the year 2001 from Delhi University; the Nova Nordisk Educational Grant Award for Best Research Work in Diabetes at the National Level; and The Gold Medal for applying Fuzzy Logic for the diagnosis of CAD in PHC (Institution of Engineers of India). Furthermore, he is a renowned member of many medical societies in India, including the Cardiological Society of India, the Indian Heart Rhythm Society, the Indian Association of Clinical Medicine, and the Asia Pacific Heart Rhythm Society.</p>
","Dr. Sridhara G - Best Cardiologist in Bangalore, Old Airport Road - Manipal Hospitals","Reach out to our best cardiologist in Bangalore, Old Airport Road to get treatment for heart problems and Book an online appointment Now at Manipal Hospitals",Best Cardiologist in Bangalore Old Airport Road ,"Member of Cardiological Society of India
Member of Indian Heart Rhythm Society
Member of Indian Association of Clinical Medicine
Member of Asia Pacific Heart Rhythm Society","Has over 14 years’ experience and expertise on all the Cardiac Interventions and Diagnostic procedures performed in Cathlab
Experienced Interventionist for Coronary and Structural Heart Diseases including Valvular Interventions. Performed large number of Primary Percutaneous emergency lifesaving interventions in Heart Attack.
Special interest in Cardiac Electrophysiology for treatment of Cardiac Arrhythmias. Has vast experience in Cardiac Electronic Device implantations including pacemakers CRT-P and CRT-D.
Experienced and expertise in performing Electrophysiology Ablation procedures for SVT like AVNRT and Accessory Pathways.
Performed Atrial Flutter and Idiopathic VT Ablations with 3D Electro Anatomical mapping systems. Also has gained expertise and experience in Paediatric Catheterization procedures including Device Closure.","Dr Sridhara G. is associated with the Manipal Hospitals, Old Airport Road, Bengaluru as an Interventional Cardiology and Cardiac Electrophysiology Consultant. Dr. Sridhara&rsquo;s field of experience covers decades of hard work. He worked on cardiac interventions as well as diagnostic procedures performed in CathLab for over 14 years. He completed his MBBS from Bangalore Medical College in Bangalore and his MD degree from Maulana Azad Medical College in New Delhi. He also completed his DM degree from the Postgraduate Institute of Medical Education and Research (PGIMER) in Chandigarh. Dr. Sridhara G. has conducted many seminars and published many research papers that are cited by students worldwide. At an API conference in New Delhi in 2001, he presented his research work while gaining his MD degree. In 2004, he presented more of his research at a CSI conference in Bangalore while obtaining his DM degree. With a passion for social work, he went to the Tumkur as well as Kolar districts to conduct and organise health camps. His research work as an MD student was published in the Indian Practitioner Journal in 2002. The Indian Journal of Cardiology published his work on device closure of &nbsp;VSD, ASD, and PDA in 2004 and Cyanotic Spells in the Tetralogy of Fallot in 2005. Certain medical websites have also published his work. Neurology India published an article by him on strokes being a rare presentation of cardiac amyloidosis in March 2003. Express Healthcare published his article on the treatment and prevalence of coronary artery calcification. Dr. Sridhara is the best cardiologist in Old Airport Road.

Dr. Sridhara has gained experience working as an interventionist for coronary and structural heart diseases. He has saved many lives by performing many primary percutaneous interventions for patients suffering from heart attacks. He is the best cardiologist in Bangalore, specialises in cardiac electrophysiology for the treatment of cardiac arrhythmias. He is experienced in performing cardiac electronic device implantations, which include setting up pacemakers of CRT-P and CRT-D types. His interests also lie in performing electrophysiology ablation procedures for SVT such as AVNRT and accessory pathways. Additionally, the doctor specialises in performing atrial flutter and idiopathic VT ablations. He conducts these by using 3D electro-anatomical mapping systems. He is also an expert in the paediatric catheterisation procedure, including device closure. Dr. Sridhara G. is known for his kind nature towards his patients; he can speak English, Hindi, Telugu, and Kannada, which ensures efficient communication with his patients from diverse backgrounds. He has won many awards at national and university levels, including the Rotary Gold Medal for MD Medicine in the year 2001 from Delhi University; the Nova Nordisk Educational Grant Award for Best Research Work in Diabetes at the National Level; and The Gold Medal for applying Fuzzy Logic for the diagnosis of CAD in PHC (Institution of Engineers of India). Furthermore, he is a renowned member of many medical societies in India, including the Cardiological Society of India, the Indian Heart Rhythm Society, the Indian Association of Clinical Medicine, and the Asia Pacific Heart Rhythm Society.
",https://www.manipalhospitals.com/oldairportroad/doctors/dr-sridhara-g-consultant-interventional-cardiology-and-electro-physiology/
Dr. Ashish Dixit,ONCOLOGYMEDICALMHB,"Lead Consultant - Clinical Hematology, Hemato-Oncology and Bone Marrow Transplant","<p style=""text-align:justify"">Dr. Ashish Dixit is a Lead Consultant - Clinical Hematology, Hemato-Oncology and Bone Marrow Transplant at Manipal Hospital, Old Airport Road, Bangalore. Dr. Dixit is very reputable in the field of haematology. He did his MBBS at Gajra Raja Medical College in Gwalior. Later, he went on to acquire his MD from PGIMER in Chandigarh. In order to further his education, he earned a DNB from the National Academy of Medical Sciences and a DM in Clinical Haematology from the reputed All India Institute of Medical Sciences (AIIMS) in New Delhi. This extensive educational background provides him with the knowledge and abilities required to deliver specialised treatment in the complex and crucial field of clinical haematology.</p>

<p style=""text-align:justify"">Dr. Ashish Dixit&#39;s influence extends beyond his academic accomplishments, including his important contribution to Manipal Hospital. His leadership in the BMT unit demonstrates his competence in negotiating the intricacies of bone marrow transplantation and achieving the best patient results. Dr Dixit&#39;s illustrious career demonstrates his unwavering dedication to medical knowledge growth, patient care, and the specialised disciplines of haematology and haemato-oncology. He is one of the&nbsp;best bone marrow transplant doctors in Old Airport Road.</p>

<p style=""text-align:justify"">Dr. Ashish Dixit is an honorary member of several medical groups and is very involved with these groups. His leadership at Manipal Hospital&#39;s BMT programme demonstrated his ability to effectively handle the intricacies of bone marrow transplantation and achieve favourable results. Known for his kindness and humility, Dr. Dixit goes above and beyond to provide the best care. In the specialised fields of haematology, hemato-oncology, and bone marrow transplantation, he is a shining example of the brilliance that significantly impacts patient care and advances medical understanding.</p>
",Dr. Ashish Dixit | Best Bone Marrow Transplant Doctors in Oldairportroad | Manipal Hospitals,Dr. Ashish Dixit is one of the best bone marrow transplant doctors in Oldairportroad at Manipal Hospitals. Book Appointment Online.,Best Bone Marrow Transplant Doctors in Oldairportroad,"American Society of Haematology.
Indian Society of Haematology & Blood Transfusion (ISHBT).
Indian Society of Stem Cell Transplant.
Paediatric Haematology Oncology (PHO) chapter of IAP.
Indian Academy of Paediatrics.","Haematology, Hemato-oncology & Bone Marrow Transplant
Special interest and expertise in performing Blood & Bone Marrow transplants for various benign and malignant hematological disorders
Diagnosing and treating malignant Haematology disorders like Acute and Chronic leukemia, Hodgkin’s and Non-Hodgkin’s Lymphomas, Myeloma, Myelodysplastic syndrome (MDS), etc
Diagnosing and treating Red cell disorders like Aplastic Anaemia, Autoimmune Haemolytic Anemia, Nutritional Anaemia, Thalassemia, and Sickle Cell Anaemia, etc.
Diagnosing and treating Platelet disorders like Immune Thrombocytopenic Purpura (ITP), Thrombotic Thrombocytopenic Purpura (TTP), etc.
Diagnosing and treating thrombotic disorders like deep vein thrombosis, recurrent thrombotic episodes, pulmonary embolism, Antiphospholipid Antibody Syndrome (APLA), Hereditary Thrombophilia, etc.
Diagnosing and treating bleeding and coagulation disorders like Haemophilia, von Willebrand disease (vWD), other platelet function disorders, rare clotting factor deficiencies, etc. 
Evaluating and managing hematological complications arising in pregnancy and the postpartum period
Evaluation of Paediatric hematological disorders- both hereditary & acquired
Evaluating and managing hematological complications in renal disorders, Rheumatology disorders, gastrointestinal disorders, Neurological disorders, Intensive care units, etc.","Dr. Ashish Dixit is a Lead Consultant - Clinical Hematology, Hemato-Oncology and Bone Marrow Transplant at Manipal Hospital, Old Airport Road, Bangalore. Dr. Dixit is very reputable in the field of haematology. He did his MBBS at Gajra Raja Medical College in Gwalior. Later, he went on to acquire his MD from PGIMER in Chandigarh. In order to further his education, he earned a DNB from the National Academy of Medical Sciences and a DM in Clinical Haematology from the reputed All India Institute of Medical Sciences (AIIMS) in New Delhi. This extensive educational background provides him with the knowledge and abilities required to deliver specialised treatment in the complex and crucial field of clinical haematology.

Dr. Ashish Dixit&#39;s influence extends beyond his academic accomplishments, including his important contribution to Manipal Hospital. His leadership in the BMT unit demonstrates his competence in negotiating the intricacies of bone marrow transplantation and achieving the best patient results. Dr Dixit&#39;s illustrious career demonstrates his unwavering dedication to medical knowledge growth, patient care, and the specialised disciplines of haematology and haemato-oncology. He is one of the&nbsp;best bone marrow transplant doctors in Old Airport Road.

Dr. Ashish Dixit is an honorary member of several medical groups and is very involved with these groups. His leadership at Manipal Hospital&#39;s BMT programme demonstrated his ability to effectively handle the intricacies of bone marrow transplantation and achieve favourable results. Known for his kindness and humility, Dr. Dixit goes above and beyond to provide the best care. In the specialised fields of haematology, hemato-oncology, and bone marrow transplantation, he is a shining example of the brilliance that significantly impacts patient care and advances medical understanding.
",https://www.manipalhospitals.com/oldairportroad/doctors/dr-ashish-dixit-consultant-bone-marrow-transplantation-cancer-care-oncology/
Dr. Chakrapani B S,CARDIOLOGY MHB,Consultant - Cardiology,"<p style=""text-align:justify"">Dr. Chakrapani B.S. is a renowned and highly accomplished Best Cardiologist in Bangalore with years of expertise and exceptional skills. As a consultant in Cardiology, he is recognised as a valuable contributor to the medical community at Manipal Hospitals, Old Airport &nbsp;Bangalore. His excellent patient care and commitment have earned him a reputation as one of the leading practitioners in his field today. Dr. Chakrapani B.S. specialises in Interventional Cardiology and Invasive and Non-invasive Cardiology. He is a Diplomate of the National Board in Internal Medicine from JJM Medical College &amp; National Board of Examination, New Delhi. He has performed more than 6000 invasive cardiac procedures. He has been in the first group to start the era of Primary Angioplasty for Acute Myocardial Infraction India. He also has experience in Nuclear Cardiology from the TATA Memorial Hospital in Parel, Mumbai. Dr. Chakrapani is well known for his expertise in conducting critical surgeries and his understanding of the latest technological advancements. He is a respected leader in his field for his ability to diagnose and deliver quality patient care. He is a foremost cardiologist in Old airport road&nbsp;Bangalore.</p>

<p style=""text-align:justify"">Dr. Chakrapani B.S. passed his Bachelor of Science from Mysore University. He earned his MBBS from JJM Medical College under Mysore University in Davangere. Dr. Chakrapani enrolled in Lokmanya Tilak Hospital &amp; Municipal Medical College in Mumbai under Mumbai University to pursue his Doctor of Medicine in Cardiology. He also passed DNB in Internal Medicine from NBE - New Delhi Senior Residency in Cardiology under Nizam Institute Of Cardiology. Dr. Chakrapani is the best cardiologist in Bangalore. In 2000, he deftly managed ICCU on Wheels project in Karnataka and established the Cardiac Care Centre at Tumkur. The ICCU on Wheels projects offered a state of art facilities, including Pre-hospital thrombolysis, pulse oximeter, temporary pacemaker, ventilator and tele electro cardiology. It was a joint venture with Tumkur and Manipal Heart Foundation, Manipal Hospitals, Bangalore, and Rotary Midtown of Bangalore. This colossal project provided cost-effective cardiac care at the doorstep of rural and semi-urban populations. This project facilitates critical patient care from H2H or home to hospital, manages risk stratification, ICCU and transfers the patient to MHF for emergency coronary angioplasty and other procedures.</p>

<p style=""text-align:justify"">&nbsp;Dr. Chakrapani B.S received the CSI Group Award for his exemplary contribution to Cardiology. Dr. Chakrapani has presented and published various papers at cardiology conferences. He is a lifetime member of the Association of Physicians of India, the Indian Medical Association, the Cardiological Society of India and a member of the National Academy of Medical Sciences in New Delhi. Dr. Chakrapani is fluent in Kannada, Hindi, Tamil, Telugu, and English. His ability to converse in different languages contributes to his ability to treat and understand patients from various backgrounds and locations. If you look forward to consulting Dr. Chakrapani B S, you can book your time slot now and avail the advanced medical treatment offered by Manipal Hospitals.&nbsp;</p>
","Dr. Chakrapani B S - Best Cardiologist | Heart Doctor in Bangalore, Old Airport Road",Dr. Chakrapani B S is a senior Best consultant Cardiologist Doctor in Bangalore working at Manipal Hospital Old Airport Road. Expertise in interventional cardiology. Book Appointment Online.,,"Life member of Cardiological Society of India
Life members of Association of Physicians of India
Life member of Indian Medical Association
Member of National Academy of Medical Sciences, New Delhi","Interventional Cardiology
Invasive and Non-invasive Cardiology
Performed more than 6000 invasive cardiac procedures
First group to start era of Primary Angioplasty for Acute Myocardial Infarction India
Specialized in Cardiology from leading, very high volume Institute in Mumbai for Coronary Artery Disease and Intervention - LTMMC & LTMGH, SION, Mumbai and Similar high volume Institute in Hyderabad- NIZAMS Institute of Cardiology
Experience in Nuclear Cardiology from TATA Memorial Hospital, Parle, Mumbai","Dr. Chakrapani B.S. is a renowned and highly accomplished Best Cardiologist in Bangalore with years of expertise and exceptional skills. As a consultant in Cardiology, he is recognised as a valuable contributor to the medical community at Manipal Hospitals, Old Airport &nbsp;Bangalore. His excellent patient care and commitment have earned him a reputation as one of the leading practitioners in his field today. Dr. Chakrapani B.S. specialises in Interventional Cardiology and Invasive and Non-invasive Cardiology. He is a Diplomate of the National Board in Internal Medicine from JJM Medical College &amp; National Board of Examination, New Delhi. He has performed more than 6000 invasive cardiac procedures. He has been in the first group to start the era of Primary Angioplasty for Acute Myocardial Infraction India. He also has experience in Nuclear Cardiology from the TATA Memorial Hospital in Parel, Mumbai. Dr. Chakrapani is well known for his expertise in conducting critical surgeries and his understanding of the latest technological advancements. He is a respected leader in his field for his ability to diagnose and deliver quality patient care. He is a foremost cardiologist in Old airport road&nbsp;Bangalore.

Dr. Chakrapani B.S. passed his Bachelor of Science from Mysore University. He earned his MBBS from JJM Medical College under Mysore University in Davangere. Dr. Chakrapani enrolled in Lokmanya Tilak Hospital &amp; Municipal Medical College in Mumbai under Mumbai University to pursue his Doctor of Medicine in Cardiology. He also passed DNB in Internal Medicine from NBE - New Delhi Senior Residency in Cardiology under Nizam Institute Of Cardiology. Dr. Chakrapani is the best cardiologist in Bangalore. In 2000, he deftly managed ICCU on Wheels project in Karnataka and established the Cardiac Care Centre at Tumkur. The ICCU on Wheels projects offered a state of art facilities, including Pre-hospital thrombolysis, pulse oximeter, temporary pacemaker, ventilator and tele electro cardiology. It was a joint venture with Tumkur and Manipal Heart Foundation, Manipal Hospitals, Bangalore, and Rotary Midtown of Bangalore. This colossal project provided cost-effective cardiac care at the doorstep of rural and semi-urban populations. This project facilitates critical patient care from H2H or home to hospital, manages risk stratification, ICCU and transfers the patient to MHF for emergency coronary angioplasty and other procedures.

&nbsp;Dr. Chakrapani B.S received the CSI Group Award for his exemplary contribution to Cardiology. Dr. Chakrapani has presented and published various papers at cardiology conferences. He is a lifetime member of the Association of Physicians of India, the Indian Medical Association, the Cardiological Society of India and a member of the National Academy of Medical Sciences in New Delhi. Dr. Chakrapani is fluent in Kannada, Hindi, Tamil, Telugu, and English. His ability to converse in different languages contributes to his ability to treat and understand patients from various backgrounds and locations. If you look forward to consulting Dr. Chakrapani B S, you can book your time slot now and avail the advanced medical treatment offered by Manipal Hospitals.&nbsp;
",https://www.manipalhospitals.com/oldairportroad/doctors/dr-chakrapani-b-s-senior-consultant-cardiology/
Dr. KSS Bhat,CARDIOLOGY MHB,Consultant - Cardiology,"<p style=""text-align:justify"">Dr. KSS Bhat is an immensely experienced and renowned Cardiologist whose career spans over four decades, starting from 1970. He is a highly accomplished doctor and dedicated consultant renowned for his skills, knowledge, extensive experience and dedication to delivering excellent patient care. He is an important contributor to the medical community and has earned a reputation due to his accurate diagnosis. He is currently practising at Manipal Hospital and Heart Lung Clinic in Bangalore. He is an expert in Ischemic Heart Disease, preventive cardiology, clinical cardiology, heart failure and hypertension. He specifically takes an interest in areas of preventive cardiology, clinical research and public health education. He previously practised at Heart Lung Clinic and Diagnostic Centre in Bangalore. He is also an experienced teacher of medicine both nationally and globally. In India, he has shared his expertise with the students of AIIMS or All India Institute of Medical Sciences in New Delhi and the HAL Hospital in Bengaluru. He has also taught students of overseas institutions, namely, Otago Medical School of New Zealand and the AI Fatah University Medical School in Libya. He graduated with MBBS, later pursued MD in General Medicine, and became a FACC (Fellow, American College of Cardiology). He also acquired a Diploma in Tuberculosis and Chest Diseases (DTCD). He pioneered the week-long Preventive Cardiology program for physicians and the public in 1991, a part of the Bangalore Heart Project in 1989 in Manipal Hospitals. Dr. Bhat is a foremost interventional cardiologist in Oldairportroad, Bangalore.</p>

<p style=""text-align:justify"">Dr. KSS Bhat is a Fellow of the Royal Australian College of Physicians (FRACP) and a fellow of the Indian College of Cardiology (FICC). He is a Trustee of the Medical Education and Research Trust of Bengaluru. He was previously the President of the Indian Medical Association of Bengaluru South-East Branch. He has been the President of the Cardiological Society of India under the Bangalore and Karnataka Chapter. Dr. KSS Bhat has received several accolades to honour his contribution to medical sciences. He was honoured by the Cardiology Society of India in Karnataka and Bangalore Chapter. He was also honoured by the Association of Paediatricians of India under the Karnataka Chapter. Dr. KSS Bhat has also contributed to several publications. In 2005, he wrote an article on the Role of Aldosterone in the Cardiology Update. In 2006, Dr. Bhat contributed a chapter on Type II Diabetes and the role of insulin in Insulin Resistance and Endothelial Changes. He also wrote about Stress and Heart Disease in the Text Book of Cardiology in 2013. If you are looking forward to consulting an expert cardiologist in Bangalore, Dr. KSS Bhat can ideally guide you for cardiological treatments.</p>
","Dr. K S S Bhat | Consultant Interventional Cardiologist in Oldairportroad, Bangalore | Manipal Hospitals","Dr. K S S Bhat is a consultant in interventional cardiology in Oldairportroad, Bangalore. He works at Manipal Hospital, with expertise in ischemic heart disease. Book Appointment Online.","Consultant Interventional Cardiologist in Oldairportroad, Bangalore","Honoured by Cardiology Society of Indian, Karnataka and Bangalore Chapter
Honoured by Association of Paediatrician of India, Karnataka Chapter
Conducted the Bangalore Heart Project (1989) in Manipal Hospital
Conducted for the first time a week long programme on Preventive Cardiology for Physicians and public in 1991","Ischemic Heart Disease
Clinical Cardiology
Preventive Cardiology
Hypertension and Heart Failure","Dr. KSS Bhat is an immensely experienced and renowned Cardiologist whose career spans over four decades, starting from 1970. He is a highly accomplished doctor and dedicated consultant renowned for his skills, knowledge, extensive experience and dedication to delivering excellent patient care. He is an important contributor to the medical community and has earned a reputation due to his accurate diagnosis. He is currently practising at Manipal Hospital and Heart Lung Clinic in Bangalore. He is an expert in Ischemic Heart Disease, preventive cardiology, clinical cardiology, heart failure and hypertension. He specifically takes an interest in areas of preventive cardiology, clinical research and public health education. He previously practised at Heart Lung Clinic and Diagnostic Centre in Bangalore. He is also an experienced teacher of medicine both nationally and globally. In India, he has shared his expertise with the students of AIIMS or All India Institute of Medical Sciences in New Delhi and the HAL Hospital in Bengaluru. He has also taught students of overseas institutions, namely, Otago Medical School of New Zealand and the AI Fatah University Medical School in Libya. He graduated with MBBS, later pursued MD in General Medicine, and became a FACC (Fellow, American College of Cardiology). He also acquired a Diploma in Tuberculosis and Chest Diseases (DTCD). He pioneered the week-long Preventive Cardiology program for physicians and the public in 1991, a part of the Bangalore Heart Project in 1989 in Manipal Hospitals. Dr. Bhat is a foremost interventional cardiologist in Oldairportroad, Bangalore.

Dr. KSS Bhat is a Fellow of the Royal Australian College of Physicians (FRACP) and a fellow of the Indian College of Cardiology (FICC). He is a Trustee of the Medical Education and Research Trust of Bengaluru. He was previously the President of the Indian Medical Association of Bengaluru South-East Branch. He has been the President of the Cardiological Society of India under the Bangalore and Karnataka Chapter. Dr. KSS Bhat has received several accolades to honour his contribution to medical sciences. He was honoured by the Cardiology Society of India in Karnataka and Bangalore Chapter. He was also honoured by the Association of Paediatricians of India under the Karnataka Chapter. Dr. KSS Bhat has also contributed to several publications. In 2005, he wrote an article on the Role of Aldosterone in the Cardiology Update. In 2006, Dr. Bhat contributed a chapter on Type II Diabetes and the role of insulin in Insulin Resistance and Endothelial Changes. He also wrote about Stress and Heart Disease in the Text Book of Cardiology in 2013. If you are looking forward to consulting an expert cardiologist in Bangalore, Dr. KSS Bhat can ideally guide you for cardiological treatments.
",https://www.manipalhospitals.com/oldairportroad/doctors/dr-k-s-s-bhat-consultant-interventional-cardiology/
